,0
1260,نا جی ہاں یہاں سے کردو تھا نا رنگ ہے لیکن جناب لیکن یہاں کوئی اسپتال کا نہیں ہے وہ انور وہ جانے والے عمر دین کی حالت لمحہ والا
1261,بعد وہ واپس آیا تو اس نے لباس تبدیل کرلیا تھا اور پھر عمران ماسٹر جان محمد اور دین دونوں کو اپنے ساتھ کار میں بٹھا کر ان ہرن پہنچ گیا لیکن
1262,کھانے میں صرف ایک ہی دفعہ موجود تھا اور کوئی عمل نہیں تھا جب عمران نے اس واردات کے متعلق بتایا تو وہ حیران رہ گیا جناب مجھے
1263,کان آتا ہے وہاں راجہ کا چائے کا ہوٹل ہے ساری رات کھلا رہتا ہے عمران نے کہا کہ عمران صاحب علاقہ واپس مڑا اور پھر تھوڑی دیر بعد جب راجہ کے ہوٹل کے سامنے پہنچ گئے
1264,وہاں دو سپاہی اور ایک سب انسپکٹر موجود تھے وہ گھر کے اندر بیٹھ کر چائے پینے اور بات کرنے میں مصروف تھے آپ
1265,تو آئی ایس آئی اور چل پڑا وہ واردات کی ہے وہ جناب میرا صبر دیکھ لینا ادھر گیا وہاں ایک دکاندار تک کھلی رہتی ہے
1266,تو بند تھی لیکن اس نے صبح کے کنارے ایک لڑکے کو بھی ہوش پڑے ہوئے دیکھا تھا اس نے مجھے اطلاع دی کہ شاعر لڑکے کو کوئی دورہ پڑا ہوا ہے کیونکہ وہ زخمی نہیں تھا
1267,اچھا جی سٹی ہسپتال میں یہاں سے قریب ہے وہ دیکھئے جناب سپاہی اسلام دینا گیا ہے یہی لے گیا تھا اسے آئی ایس آئی نے ہوٹل کے دروازے کی طرف دیکھا
1268,تھا جہاں اسے ایک ادھیڑ عمر بارش سپاہی اندر داخل ہو رہا تھا میرا بیٹا کیسا ہے وہاں گیا اسے عمر دین نے چلاتے ہوئے کہا
1269,کس بورڈ کس کمرے میں ہے وہ عمران نے اس سے پوچھا تھا اور کمرہ جناب وہاں بڑے ڈاکٹر صاحب کی اجازت کے بغیر نہیں ملتا
1270,چک بھارت سے کسی عورت کی چیختی ہوئی آواز سنائی دی تو عمران بی آر چوپڑا اس کے ذہن میں فوراً خیال آیا یہ اس کے لیے خصوصی طور پر تیار کیا
1271,آپ کمرے کی بات کر رہے ہیں وہ باہر برآمدے میں پڑا ہے جنرل وارڈ کے باہر میں نے بڑی مشکل سے ایک نرس کو کہہ کر اس پر کمبل گیا ہے تاکہ کہیں سردی میں مہینہ جائے
1272,واقعی بہت مستعدی عمران پہلی بار شاید یہاں آیا تھا اس لئے بڑی حیرت بھری نظروں سے اس ماحول کو دیکھ رہا تھا تھوڑی دیر بعد گوجرہ روڈ کے برآمدے میں پہنچ گئے
1273,اسی لمحے ایک نرس ایکس این سے نکل کر ان کی طرف ای شاید اس نے کہیں سے اندر آتے دیکھ لیا تھا یہ انور ہے
1274,وقت ڈیوٹی پر کوئی ڈاکٹر ہے عمران نے ہوں جب آتے ہوئے کہا ڈاکٹر سلیمان نہیں ہیں لیکن وہ لگا کر چلے گئے ہیں اب صبح کو ہی آئیں گے اس نے کہا
1275,میں اسسٹنٹ ڈائریکٹر سنٹرل انٹیلی جنس افسران نے کہا تو نرس بے اختیار کرنی پڑی اس کے چہرے پر ایک انتہائی مرعوبیت کے تاثرات ابھر آیا
1276,کیا گیا ہے چنانچہ اس نے جلدی سے دروازہ کھولا اور تیزی سے ایک طرف گیا دوسرے لمحے ایک نوجوان لڑکی جس کے جسم پر چادر لپیٹی ہوئی تھی
1277,اس کے پیچھے ایک کرنی تھی جس کے ساتھ ہی جل رہا تھا ساتھ ہی ایک فون موجود تھا جس نے فون اٹھا کر کام پر رکھا تو عمران نے ریسیور اٹھایا
1278,اور تیزی سے نمبر ڈائل کرنے شروع کر دیے دوسری طرف سے گھنٹی بڑھتی رہی لیکن کسی نے ریسیور اٹھایا لیکن خاموش کھڑا رہا اسے معلوم تھا کہ
1279,او تم عمران لیٹے اسپتال سے بول رہے ہو کیوں خیریت کیا ہوا سلطان نے یا خلاف انتہائی پریشان کے لہجے میں کہا آپ صرف
1280,کیا کریں کہ وفاقی سیکریٹری صحت کو فون کرکے میرے متعلق بتا دیں میں نے ان سے فوری بات کرنی ہے اور ان کا نمبر بھی مجھے بتا دیں عمران نے سپاٹ لہجے میں کہا
1281,مگر ہوا کیا ہے ہے پریشان ہوتے ہوئے کہا کچھ نہیں ہوا میں جو کہہ رہا ہوں آپ کو کریں ورنہ پھر مجھے براہ راست بات کرنی پڑے گی عمران خان
1282,کلیجہ خوش ہو گیا اچھا میں بات کرتا ہوں سر سلطان نے کہا ان کا نمبر بھی بتا دیں عمران نے کہا تو سلطان نے دوسری طرف سے نمبر بتا دیا عمران نے
1283,میں نے اسے حوصلہ دیتے ہوئے کہا اور نرس نے بے اختیار ہونٹ بھینچ لئے عمران نے گھڑی دیکھی اور پھر کچھ دیر بعد رسیور اٹھا کر اس نے سلطان کے بتائے ہوئے نمبر ڈائل کرنے کا کوڈ
1284,ایک دوسری طرف گھنٹی بجنے کی آواز سنائی گئی اور پھر کسی نے ریسیور اٹھا لیا میں عمران رہا ہوں ابھی سلطان نے کروایا ہو
1285,زیادہ دس منٹ کے اندر میں وہاں آپ کا انتظار کر رہا ہوں عمران نے تیز لہجے میں کہا سٹی ہسپتال یہ کہا ہے اور کیوں اس وقت آخر کوئی وجہ بھی ہوگی
1286,سیکریٹری نے الجھے ہوئے لہجے میں کہا راشد صاحب آپ اس تعریف کے بعد بھی ایسی بات کر رہے ہیں آپ کو معلوم ہونا چاہیے کہ آپ کو نہ صرف اس وجہ سے فوری طور پر بند کیا جائے
1287,دوسری طرف سے فوراً ہی فون اٹھا لیا گیا تو انچارج علی عمران بول رہا ہوں عمران نے سخت لہجے میں کہا
1288,اردو صفحہ کو سبسکرائب کیجیے ہر آنے والی گاڑیوں کے لیے ایک دفعہ میں جناب
1289,جان میں نے کہا سٹی اسپتال ٹھیک ہے جناب میں بولوں آ رہا ہوں ساتھ ہیں ڈاکٹر بھی دوسری طرف سے کہا گیا اور عمران نے
1290,ان کی طرف دیکھتے ہوئے انتہائی خوفزدہ نے کہا کون لوگ ہیں اور تم کہاں سے آئی ہوں عمران نے حیرت بھرے لہجے میں پوچھا
1291,شکریہ ادا کرکے رسیور رکھ دیا اور پھر تھوڑی دیر بعد عمران نے دیکھ کر چوپڑا کے سر سلطان کا ذاتی ڈرائیور جنرل روڈ کی طرف بڑھا چلا رہا تھا
1292,یہ کسی ڈاکٹر کو بلانے گیا ہے آپ بے فکر رہیں اب بھی حکومت کے بڑے اور خصوصی ہسپتال کے ایمبولینس اور ڈاکٹر پہنچ رہا ہے نور کا علاج ہوگا
1293,اور یہ ٹھیک ہو جائے گا عمران نے کہا کسی لمبے ڈرائیور تیز عمران کے قریب آگیا اور اس نے بڑے مودبانہ انداز میں عمران کو سلام کیا
1294,سلطان کے جسم بٹ نائٹ تھا جس پر انہوں نے گرم گاؤں پہنا ہوا تھا کیا ہوا ہے یہاں میں تو سخت پریشان ہو گیا ہوں اس لئے خود آ گیا ہوں
1295,میں انتہائی پریشان ہے میں ادھر ادھر دیکھتے ہوئے کہا آپ نے خواہ مخواہ تکلیف کی ہے بہرحال اب آ ہی گئے ہیں تو آپ
1296,خدا کے لیے دروازہ بند کر دو ورنہ اندر آ جائیں گے وہ انتہائی خطرناک لوگ ہیں دروازے بند کر دو لڑکی نے کانپتے ہوئے لہجے میں کہا تو عمران نے دروازہ
1297,نہ کوئی ڈر ہے اور نہ کوئی ان کا علاج کرتا ہے عمران نے انتہائی تلخ لہجے میں کہا اسی لمحے ایمبولینس کا سائرن بجنے کی آواز سنائی دی
1298,اور پھر چند لمحوں بعد ایک ایمبولینس جنرل وارڈ کے سامنے پہنچ کر رک گئی ہسپتال سے میں نے ایمبولینس منگوائی ہے میں نے ایک مریض کو وہاں بھجوانا ہے
1299,خطبہ آ رہا ہوں عمران نے ننگے فرش پر پڑے ہوئے ہو جانور کی طرف اشارہ کرتے ہوئے کہا کہ یاسر ڈاکٹر نے جواب دیا اور پھر اس کے
1300,اشارے پر انور کو اسٹریچر پر ڈال کر واپس لے جایا گیا آپ ساتھ جائیں میں بھی آ رہا ہوں انور کا بہترین علاج ہوگا آپ بے فکر رہیں
1301,کی صورتحال انتہائی خراب ہے یہ درست ہے کہ عام طور پر جنرل اسپتال کے بارے میں یہ شکایت رہتی ہیں کہ وہاں لوگوں کا اچھی طرح علاج نہیں کیا جاتا لیکن یہ بات تو ہے
1302,تصور میں بھی نہیں تھی کہ اس قسم کی صورت حال بھی ہوسکتی ہے کہ مریض آئے تو یوں برآمدے میں پڑھا رہا ہے اور نہ اسے کوئی ڈاکٹر نہ کرے اور نہ اسے کوئی بردیا
1303,عمران سے مخاطب ہو کر کہا کہ آپ کی راشد صاحب ابھی نہیں پہنچے اور مجھے معلوم ہے کہ آپ نے بچانے کے لئے یہاں سے بھیجوانا جاتے ہیں آخر وہ بھی تو آپ کی
1304,کہ سیکریٹری ہیں عمران نے تلخ لہجے میں کہا کہ ایسی بات نہ سوچا کرو تاکہ میں دوسروں ہے لیکن میں نے کبھی سروں کو سمجھا نہیں کیا
1305,چنگے سلطان نے کہا تو عمران نے سر ہلا دیا اور پھر سلطان کے ساتھ ہی چلتا ہوں آپ کو ڈھیروں نیکیاں کم پڑ گیا اسی لمحے اس نے باہر سے
1306,سرکار کو جنوب کی طرف آتے دیکھا کار پر موجود مخصوص نوٹس ہیں وہ پہچان گیا تھا لیکن اسے معلوم تھا کہ سلطان جو کہتے ہیں وہی کرتے ہیں
1307,سنتے ہیں عمران کی آنکھیں ایک جھٹکے سے کھل گئی وہ اس وقت اپنے بیڈ روم میں تھا بیڈ روم میں لائٹ چل رہی تھی سامنے موجود ٹیبل پر اکٹھے چمکدار ہندسے اور
1308,ہوئے کہا تو وہ دونوں اٹھ کھڑے ہوئے وہ وہ صاحب بڑے ڈاکٹر صاحب بھی آگئے ہیں انور کو اندر لے گئے ہمیں انہوں نے دفتر میں بٹھایا تھا لیکن نبی نے نہیں کیا
1309,وجہ سے ہم یہاں آ کر بیٹھے ہیں آپ کی بہت مہربانی جناب آپ کی وجہ سے انور کا علاج شروع ہوا باقی اللہ کرم کرے گا عمر میں گندے ہو
1310,محمد اور عمر بھی دفتر میں ہی بیٹھ گئے قریب آدھے گھنٹے بعد دروازہ کھلا اور ڈاکٹر صدیقی اور ان کے پیچھے ڈاکٹرشعیب دونوں اندر داخل ہوئے
1311,عمران اٹھ کھڑا ہوا اس کے اٹھتے ہیں عمر دین اور ماسٹر جان محمد روڈ پر کھڑے ہوگئے ان کے چہروں پر امید کے تاثرات نمایاں تھے عمران سے سلام دعا
1312,عمر دین اور مسجد محمد سے مخاطب ہو کر کہا تو ان دونوں کے چہروں پر یکلخت بنانا اور مسرت کے تاثرات ابھر آئے آپ کو تکلیف میں تھا
1313,کے اس کے ذہن میں مسلسل خطرے کی گھنٹیاں بج رہی تھی لیکن لڑکی کی حالت دیکھ کر اسے اندازہ ہو رہا تھا کہ لڑکی جو کچھ کہہ رہی ہے وہ سچ ہے
1314,عمران نے مسکراتے ہوئے کہا اور نہیں جناب یہ تو ہمارا فرض ہے ڈاکٹر صدیقی نے کہا اور اپنی مخصوص کرسی پر بیٹھ گئے ڈاکٹر شعیب
1315,اور اس کے ساتھ ہی انہوں نے میز پر رکھی ہوئی گھٹڑی بجا دی دوسرے عالمی دروازہ کھلا اور چپڑاسی اندر داخل ہوا ان دونوں کو مریدکے
1316,تھوڑا سا کیا اس سے ملنے ڈاکٹر صدیقی نے چپڑاسی سے مخاطب ہو کر کہا یاسر نے جواب دیا
1317,کے بارے میں بھی تفصیل بتا دیں آپ اس کے لئے رحمت کا فرشتہ ثابت ہوئے ہیں اگر یہ لڑکا وہاں اسی طرح صبح تک ٹھنڈے فرش پر پڑا رہتا تو اس کی حالت واقعی نہ ہو جائے
1318,ویسے مجھے واقعی اپنے پیشے میں شامل ایسا ڈاکٹر کے کردار پر شرمندگی ہے جس نے اپنے عیش و آرام کو دیکھتے ہیں انسانی جانوں کی پرواہ نہیں کرتے دیکھے نے کہا
1319,اگر تم اداکاری کر رہی ہو تو پھر میں تسلیم کرتا ہوں کہ تم واقعی دنیا کی سب سے کامیاب اداکارہ ہوں عمران نے دروازہ بند
1320,صلی اللہ تعالی کا بھی کرم ہے کہ وہ لڑکی آپ کے فلیٹ تک پہنچ گئی ڈاکٹر صدیقی نے کہا کہ اللہ کا مجھ پر کرم ہے کہ اس بہانے گرم بستر سے نکل کر
1321,انسانوں کے کسی نہ کسی کام آنے کا وسیلہ بن گیا عمران نے کہا کسی نے دروازہ کھولا اور چپڑاسی چائے کے اندر داخل ہوا اس نے ایک ایک پیالی
1322,گا آپ اسے حکومت کے کھاتے میں نہیں ڈالیں گے عمران نے چائے کی چسکیاں لیتے ہوئے کہا کہ ڈاکٹر سے دیکھ کر بے اختیار ہنس پڑے
1323,ویسے بھی نہیں ڈال سکتے کیونکہ سرکاری ملازم نہیں ہے لیکن آپ کو بھی ادائیگی کرنے کی ضرورت نہیں ہے مجھ سمیت ہسپتال کے تمام ملازمین نے اپنی تنخواہوں کو
1324,آپ کو دیکھ کر تو ساری بیماری دور ہو جاتی ہے امام نے مسکراتے ہوئے جواب دیا تو ڈاکٹر سے دیکھ کر بے اختیار ہنس پڑے اب مجھے
1325,عمران نے چائے کی آخری قسط لے کر خالی واپس رکھتے ہوئے کہا اور ڈاکٹر کے ساتھ ہی اٹھ کر کھڑا ہوگیا آئیے میں آپ کو اس مقام تک پہنچے
1326,انور کو ایک بار چیک کیا آپ مجھے اجازت دیجیے یہ بالکل کہا کیا یہاں بھی ہمارے ساتھ
1327,کیا جا سکتا ہے عمران نے پوچھا ابھی لیکن اس کی کیا ضرورت ہے ایک آدھ دن یہاں رہنے دیجئے دیکھے نے کہا نہیں ان کے گھر والے بہت پریشان
1328,کہاں چلتے ہیں ذرا نور سے دو باتیں کر لو وہاں تو شاید اس کا موقع نہیں ملے گا عمران نے کہا اور پھر سے گھسیٹ کر اس کی طرف مڑ گیا
1329,آپ کی مہربانی جناب مجھے عباسی نے بتایا ہے کہ آپ کی وجہ سے میرا علاج ہوا ہے انہوں نے مسکراتے ہوئے کہا ایسی کوئی بات نہیں یہ تو میرا
1330,عمران نے مسکراتے ہوئے کہا آپ کون ہیں صاحب آپ نے اپنا تعارف نہیں کروایا جان محمد نے مسکراتے ہوئے پوچھا میں تو کچھ بھی
1331,یہ کام ساتھیوں البتہ میری دوستی بڑے لوگوں سے ضرور ہے عمران نے کہا اور پھر وہاں نور سے مخاطب ہو گیا اب تم مجھے
1332,کی بجائے صرف بے ہوش کیا ہے ورنہ یہ لوگ تو شہر کے بڑے ہی انور نے بھرے لہجے میں کہا اس کا مطلب ہے کہ تم انہیں پہچانتے ہو
1333,عمران نے ایک طویل سانس لیتے ہوئے کہا جناب میں سب کو نہیں پہچانتا البتہ جب مجھ پر حملہ ہوا تو میں نے ڈرائیونگ سیٹ پر بیٹھے ہوئے
1334,آپ نے انھیں بھی یہی کہنا ہے کہ تم کسی کو نہیں جانتے کیونکہ مجھے معلوم ہے کہ یہ لوگ مقامی پولیس سے ساز باز رکھتے ہیں باقی میں اپنے طور پر کوشش کروں گا کہ آئندہ
1335,کھا لیا اس نے سیٹنگ روم کی لائٹ جلائی کیا اور لڑکی کو کرسی پر بیٹھنے کے لیے کہا کہ لڑکی دروازے کی اوٹ میں ہو کر کرسی پر بیٹھ گئی
1336,ایسی کوئی حرکت کرنے کے قابل نہ جائیں کون تھا وہ عمران نے کہا اس کا نام تو زرتاج ہے جناب سب اسے استاد کہتے ہیں
1337,اٹھو میں تمہارا دیتا ہوں عمران نے اٹھتے ہوئے کہا تم اس سے جان محمد اور عمر بھی اٹھ کھڑے ہوئے اور میں اٹھا ماسٹر عمر دین نے جلدی سے آگے بڑھ کر اسے
1338,سہارا دیا نہیں ابا جی میں ٹھیک ہوں انہوں نے کہا اور پھر وہ خود ہی ان کے ساتھ چلتا ہوا بعد پتہ چلا گیا جہاں عمران کی کار موجود تھی
1339,ابھی سیٹ پر بیٹھے ماسٹر محمد سے کہا اور گھر سے اترکر وہاں نور ماسٹر امام دین کی طرف بڑھ گیا آپ کیوں تکلیف کر رہے ہیں ہم نے اپنے ہی گھر جانا ہے آپ
1340,جو مہربانی کی ہے وہ کیا کام ہے ماسٹر عمر نے کہا ماں اور باپ کی بیٹی کی شادی کب ہے عمران نے مسکراتے ہوئے پوچھا
1341,مجھے تفصیل سے بتاؤ کہ تم کون ہو اور کون لوگ تمہارے پیچھے لگے ہوئے ہیں اور کیوں اور رات کے اس وقت تم اپنے گھر سے باہر کیوں نکلی ہو
1342,سے اچھا سا کارڈ نکال کر ان کی طرف بڑھاتے ہوئے کہا جس پر صرف اس کا نام اور نیچے اس کے خیالات کا پتہ اور ٹیلیفون نمبر لکھا ہوا تھا
1343,جی ضرور جناب آپ کی شرکت تو ہمارے لئے اعزاز ہوگی لیکن آپ تو پھر کی تکلیف نہ کریں آپ کی بیٹی میری بہن ہے اور بھائی سے محبت
1344,ایک اور اس نے اس کی پشت پر نام خط لکھ دیا شکریہ اب آپ جائیں آپ کے گھر والے پریشان ہوں گے خدا حافظ عمران نے
1345,مسکراتے ہوئے کہا اور پھر اس نے باقاعدہ انور فرمائے عمر دین سے بڑے گرمجوشانہ انداز میں مصافحہ کیا اور واپس کار مولی ڈرائیونگ سیٹ پر بیٹھ کر
1346,کے اخراجات بھی نہیں ہے میں نے محبت میں درخواست دے رکھی ہے ہمارے جی پی فنڈ سے قرضہ لینے کی جب رقم ملے گی تو سوچوں گا ماہ رمضان محمد نجم
1347,سعدیہ اور عمران نے اثبات میں سر ہلا دیا تھوڑی دیر بعد چار ماہ رمضان محمد کے گھر کے قریب پہنچ گئی عمران نے کاروبار بھی تو ماؤں جان محمد دروازہ کھول گیا
1348,یہ گھڑی نکالی اور ماسٹر جان محمد کی کوٹ کی جیب میں ڈال دیں یہ کیا ماجرا محمد نے چونک کر انتہائی حیرت بھرے لہجے میں کہا
1349,یہ میری طرف سے تحفہ ہے اپنی بہن سے شادی کے لئے شکریہ عمران نے کہا اور تیزی سے حرکت ڈرائیونگ سیٹ پر آ کر بیٹھ گیا اور اس سے پہلے کہ ہم اس سے جان محمد
1350,ابھی رقم پہنچانے کا تاکہ یہ لوگ اطمینان سے اپنی بیٹی کی شادی کر سکیں میں پہنچ کر اس نے لباس تبدیل کیا کیونکہ صبح قریب تھی اس لئے اس نے نماز
1351,اس کے لیے رکھے ہوئے کپڑے نکالے اور باتھ روم کی طرف بڑھ گیا تاکہ غسل کرنے کے بعد وہ نماز کے لیے مسجد جا سکے استاد راجہ کے بارے میں اس نے فیصلہ کر لیا تھا
1352,ضلعی گورنمنٹ
1353,شہر
1354,پیچھے دو بڑی سٹیشن نوید نے تیزی سے سمندر کے کنارے سے ذرا ہٹ کر بنی ہوئی سڑک پر دوڑتی ہوئی آگے بڑھتی چلی جارہی تھی ان دونوں اسٹیشنوں کے پیچھے ایک
1355,اور جیتی رات کا وقت تھا اس لئے ہر طرف گھپ اندھیرا چھایا ہوا تھا دونوں اسٹیشنوں میں انیس خوبصورت اور نوجوان لڑکیاں
1356,جبکہ اسی طرح دونوں سٹیشنوں کیا کبھی سیٹوں پر بھی اسی طرح کے بھاری جسم کے مسلح افراد موجود تھے جبکہ سٹیشنوں کے آگے پیچھے ہیں
1357,تو تم اپنے آپ کو ایک گھر میں سمجھو اور اگر تم مددگار کر رہی ہو اور تمہاری یہاں آمد کسی سازش کا نتیجہ ہے تو پھر تمہاری اور تمہارے ساتھ
1358,کوئی دونوں جیبوں میں بھی چار مسلح افراد موجود تھے تقریبا ایک گھنٹے کے مسلسل سفر کے بعد یہ قافلہ ایک سائیڈ پر مر گیا یہاں کچی سڑک بلخ
1359,ابھی موجود تھی دونوں چیزیں اور اسٹیشن نواز نے احاطے میں پہنچ کر کی اور پھر مسلح افراد نے جنوں اور جیبوں سے اتر کر بھاگا گئے جبکہ وہ
1360,کیا اسی طرح اسٹیشنوں کے اندر بیٹھی رہتی سے اترنے والا ایک لمبے قد اور بھاری جسم کا آدمی ہے تیزی سے
1361,ہوئے کہا تو وہ آدمی سر ہلاتا ہوا آگے بڑھ گیا ایک کمرے کا دروازہ کھلا ہوا تھا اور اندر نہیں ہو رہی تھی کمرے کے اندر دو آدمی فرش پر
1362,کوئی دھرنے پر بیٹھے شراب پینے میں مصروف تھے دونوں اپنے چہرے میں رہتے ہیں چھپے ہوئے انڈے نظر آ رہے تھے او او
1363,کیوں کہ بری اسی فلیٹ نہیں بنے گی عمران نے سرد لہجے میں کہا تو لڑکی بے اختیار رونے لگی میں سچ کہہ رہی ہوں
1364,مال چیک کرنے آیا ہے اور بے بسی استاد بجلی ہے جس کے بارے میں باتیں ہو رہی تھیں انہوں نے استاد بجلی سے مخاطب ہونے کے بعد اس نوجوان سے
1365,مخاطب ہوتے ہوئے کہا تمہارا نام تو پورے کافرستان میں مشہور ہے اور مجھے تو بڑے شوق سے تم سے ملاقات کرنے کا طریقہ
1366,ہاں لیکن کتنے تو نے ہی لوگوں نے پوچھا انیس ہیں اور بہترین ہے میرے خالی سیری استاد بجلی نے بڑے فخریہ
1367,میں نے کہا لیکن اور تو بھی اس کا تھا ہاتھ سے نکل گیا ہے بس قسمت خراب ہے
1368,تم میری عادت جانتے ہو میں نے ہمیشہ کھڑا کاروبار کیا ہے میرے لیے کوئی مشکل نہ تھا کہ ایک پتھر ساتھ شامل کرکے بیس کی تعداد پوری کردیتا لیکن
1369,میں ایسا کام نہیں کرتا پھر تمہیں جلدی تھی بیس میں دانے کو تلاش کرنے میں مزید وقت لگ سکتا تھا اس نے کہا ٹھیک ہے
1370,جس نے منہ بناتے ہوئے کہا تو نہیں ایک دانہ میرے پاس بھی ہے میں نے تو اسے اپنے لیے رکھا تھا کیونکہ مسئلہ ہونے کا ہے اس لیے میں اسے بھی ساتھ کر دوں گا
1371,انہوں نے کہا تو بیرنگ نے اثبات میں سر ہلا دیا وہ واپس اسی کمرے میں آ گئے تھے اور انہوں نے ایک بار پھر شراب کے جام اٹھا لئے تھوڑی دیر بعد استاد جی
1372,لگے ہوئے تھے جن میں زنجیر لٹک رہی تھی اور دیواروں کے ساتھ 19 نوجوان اور خوبصورت لڑکیاں ان زنجیروں سے بندھی ہوئی کھڑی تھی ویسے یہ کب بنے ہوئے
1373,ایک اور منہ پر ٹیپ لگی ہوئی تھی ان سب کے چہرے زرد پڑے ہوئے تھے اور آنکھیں رو رو کر سوری دکھائی دے رہی تھی
1374,نہ لگایا دیکھنے کے ساتھ ساتھ وہ مسلسل شراب کے گھونٹ بھی لے جا رہا تھا ٹھیک ہے لیکن بھرا ہی نہیں ہے
1375,بس تم نے آخری لڑکی کو دیکھ کر واپس مڑتے ہوئے کہا یہ سب صرف خاندانوں کی لڑکیاں ہیں ایسی لڑکیاں جنہوں نے آج تک کسی نے میری نظروں سے بھی نہیں
1376,نہ آیا ہوں استاد بجلی نیم بناتے ہوئے کہا یہ بات نہیں ہے ٹھیک ہے او اب چودہ ہو جائے اس نے کہا اور دروازے کی طرف
1377,مردا انسان کی بات ہیرو کو پتھر بتا رہا ہے استاد بجلی نے لوگوں سے مخاطب ہو کر کہا
1378,کلب کے انتہائی شاندار انداز میں سجے ہوئے لیکن انتہائی پرسکون ماحول کے ایک گوشے میں ارباب اور لیلا بیٹھے ہوئے تھے ابھی جنم ہے پہلے ہی وہاں پہنچے
1379,کو لیڈر ہے ہمارا گھر محلہ گوبھی میں ہے میری سہیلی ساتھ والے محلے الارم رہتی ہے اس کی شادی قریب ہے اس کا جہیز تیار ہو رہا ہے
1380,کیونکہ ابھی شام ہو رہی تھی اس لیے ابھی حال آدھے سے زیادہ خالی تھا وہ معلوم تھا کہ جیسے ہی گہرے ہوتے جائیں گے دارالحکومت
1381,مٹی بھی ہو سکتی ہے اس لئے جب بھی انہیں فرصت ملتی وہ کلب میں آجاتی اور رات گئے تک جاگنے کے بعد واپس اپنی رہائش گاہ پر جاتے تھے اور باپ
1382,روس کا آرڈر لے کر واپس جا چکا تھا چونکہ ابھی ڈنر کا وقت نہیں ہوا تھا اس لئے ارباب نے اورنج جوس بنانے کا آرڈر دے دیا تھا تمہارا کام
1383,کہاں جاتی ہے لینے چھوٹی چھوٹی آنکھوں کو پھیلاتے ہوئے کہا اکاؤنٹ نہیں جاتی ہیں اور کہاں جانا ہے میں نے یار بات ہے کہ اکاؤنٹ میں پہنچنے
1384,کے بعد وہ آئس کریم پارلر کے مالک کے کام میں شریک ہو جاتی ہیں اگر آپ نے جواب دیا اسی لئے تو پوچھ رہی ہوں کہ کام ڈھیلا کیوں جا رہا ہے کہ ایس کریم پالر کا حساب
1385,وہ میری دور کی رشتہ دار بھی ہے میں اس کی مدد کے لیے آج صبح اس کے گھر گئی تھی ہم کافی دیر تک کام کرتے رہے اور باتیں بھی کرتے رہے پھر میں نے واپس گھر جاؤں
1386,لیلا نمبر آتے ہوئے کہا تمہاری بات کرنی تو جواب دے رہا ہوں اگر تم آئس کریم کھانے کی رفتار میں اعشاریہ ایک فیصد بھی کمی کردوں تو یہ پیار
1387,تمہارے نام پر خریدا جاسکتا ہے اب میں جمع کیا اس کا مطلب ہے کہ تم واقعی اب نکمے نکھٹو ہوتے جا رہے ہو بیلونے بناتے ہوئے
1388,پولیس اور بیٹا تھا لیکن آج وہ حال میں بھی نظر نہیں آرہا کیا ہوا ہے ایسے بیمار تو نہیں ہوگیا اور باپ نے بیٹے سے مخاطب ہو کر کہا وہ پاگل ہو چکا ہے سر
1389,وہ نہ جگاتے ہوئے جواب دیا تو ارباب اور لیلی بے اختیار رو پڑے ویٹر کا جواب سن کر ان دونوں کے چہروں پر غصے کے تاثرات برائے
1390,کیوں ہم چلے آئے تھے تو وہ ٹھیک ٹھاک تھا اب آپ نے حیران ہو کر کہا اس کی نوجوان بیٹی غنڈوں نے اغوا کر لی ہے اس کی بیوی
1391,پہلے ہی مر چکی تھی بیٹا بھی کوئی نہ تھا ایک ہی بیٹی تھی جسے وہ پڑھ رہا تھا کالج میں پڑھتی تھی بارہویں جماعت میں کالج سے واپس آ رہی تھی کہ ایک
1392,تاثرات برائے او میری ساری دعائیں آپ نے کہا آج تیسرا روزہ ہے جناب
1393,نے جواب دیا پولیس نے اپنا حساب نہیں کیا حالانکہ وہاں موجود لوگوں نے اور کچھ نہیں تو کار کے نمبر وغیرہ تو دیکھیں ہوں گے نہ جانے کہاں
1394,آتا ہے کیا اس کے چہرے پر بھی شدید کرب کے آثار نمایاں تھے اس نے کوئی کاروائی نہیں کی
1395,نے کہا عاشق علی مینجر صاحب کے پاس گیا انہوں نے صاف جواب دے دیا کہ چونکہ یہ واقعہ کربلا سے باہر کا ہے اس لیے وہ اس بارے میں کچھ نہیں کر سکتا
1396,یہ اب دیکھو یہاں لوگ کس طرح مصروفیات بیٹھے ہیں جیسے اس دنیا میں کہیں نہیں ہوتا جیسے کسی کو کوئی غم نہیں ہو لینے حسین
1397,میں نے کہا آؤ آسمانوں سے بات کریں ہم نے اٹھتے ہوئے کہا تو لیلیٰ بھی اٹھ کھڑی ہوئیں انہوں نے اور زور دیا جس کو ہاتھ نہ لگایا کرو
1398,موٹے نے انتہائی عاجزانہ نے کہا تمہارا نام نہیں آئے گا اور باپ نے کہا اور پھر تیزی سے آگے بڑھ گیا اور تھوڑی دیر بعد
1399,اور دوسری منزل پر واقع مینیجر کے شاندار وسیع و عریض دفتر میں داخل ہورہے تھے خوش آمدید جناب بڑی سی میز کے پیچھے بیٹھے ہوئے تھے
